ZDB-GENE-030131-1892	wu:fb83g06		wu:fb83g06	
ZDB-GENE-030131-1894	wu:fb83g08		wu:fb83g08	
ZDB-GENE-030131-1896	si:dkey-192l18.5		si:dkey-192l18.5	
ZDB-GENE-030131-1897	wu:fb83h06		wu:fb83h06	
ZDB-GENE-030131-1898	wu:fb83h07		wu:fb83h07	
ZDB-GENE-030131-1899	wu:fb83h09		wu:fb83h09	
ZDB-GENE-030131-1901	kat7b		K(lysine) acetyltransferase 7b	
ZDB-GENE-030131-1902	pkn3		protein kinase N3	
ZDB-GENE-030131-1903	wu:fb92a06		wu:fb92a06	
ZDB-GENE-030131-1904	pik3cb		phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta	
ZDB-GENE-030131-1905	wu:fb92a12		wu:fb92a12	
ZDB-GENE-030131-1906	wu:fb92b01		wu:fb92b01	
ZDB-GENE-030131-1910	wu:fb92b08		wu:fb92b08	
ZDB-GENE-030131-1913	wu:fb92c02		wu:fb92c02	
ZDB-GENE-030131-1915	wu:fb92c04		wu:fb92c04	
ZDB-GENE-030131-1917	racgap1		Rac GTPase activating protein 1	
ZDB-GENE-030131-1918	wu:fb92c12		wu:fb92c12	
ZDB-GENE-030131-1919	wu:fb92d02		wu:fb92d02	
ZDB-GENE-030131-1921	marcksb		myristoylated alanine-rich protein kinase C substrate b	
ZDB-GENE-030131-1922	wu:fb92d08		wu:fb92d08	
ZDB-GENE-030131-1923	snx4		sorting nexin 4	
ZDB-GENE-030131-1924	wu:fb92d10		wu:fb92d10	
ZDB-GENE-030131-1925	wu:fb92d11		wu:fb92d11	
ZDB-GENE-030131-1927	ddx41		DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	
ZDB-GENE-030131-1928	tmem39a		transmembrane protein 39A	
ZDB-GENE-030131-1930	wu:fb92e06		wu:fb92e06	
ZDB-GENE-030131-1931	wu:fb92e08		wu:fb92e08	
ZDB-GENE-030131-1932	wu:fb92e12		wu:fb92e12	
ZDB-GENE-030131-1933	wu:fb92f01		wu:fb92f01	
ZDB-GENE-030131-1934	wu:fb92f03		wu:fb92f03	
ZDB-GENE-030131-1935	filip1b		filamin A interacting protein 1b	
ZDB-GENE-030131-1936	lasp1		LIM and SH3 protein 1	
ZDB-GENE-030131-1938	wu:fb92f08		wu:fb92f08	
ZDB-GENE-030131-1945	wu:fb92g10		wu:fb92g10	
ZDB-GENE-030131-1946	wsb1		WD repeat and SOCS box containing 1	
ZDB-GENE-030131-1948	wu:fb92h06		wu:fb92h06	
ZDB-GENE-030131-1949	usp8		ubiquitin specific peptidase 8	
ZDB-GENE-030131-1952	wu:fb93a01		wu:fb93a01	
ZDB-GENE-030131-1955	wu:fb93a07		wu:fb93a07	
ZDB-GENE-030131-1957	chac1		ChaC, cation transport regulator homolog 1 (E. coli)	
ZDB-GENE-030131-1959	gtf2h2		general transcription factor IIH, polypeptide 2	
ZDB-GENE-030131-196	wu:fb16f03		wu:fb16f03	
ZDB-GENE-030131-1960	wu:fb93b03		wu:fb93b03	
ZDB-GENE-030131-1961	wbp1la		WW domain binding protein 1-like a	
ZDB-GENE-030131-1964	wu:fb93b10		wu:fb93b10	
ZDB-GENE-030131-1965	wu:fb93b12		wu:fb93b12	
ZDB-GENE-030131-1966	cicb		capicua transcriptional repressor b	
ZDB-GENE-030131-1967	wu:fb93c02		wu:fb93c02	
ZDB-GENE-030131-1968	si:ch211-156j22.4		si:ch211-156j22.4	
ZDB-GENE-030131-1970	wu:fb93c12		wu:fb93c12	
ZDB-GENE-030131-1976	wu:fb93e06		wu:fb93e06	
ZDB-GENE-030131-1980	gas8		growth arrest-specific 8	
ZDB-GENE-030131-1983	wu:fb93g01		wu:fb93g01	
ZDB-GENE-030131-1984	wu:fb93g02		wu:fb93g02	
ZDB-GENE-030131-1985	col14a1b		collagen, type XIV, alpha 1b	
ZDB-GENE-030131-1986	cd99l2		CD99 molecule-like 2	
ZDB-GENE-030131-1987	si:dkey-19e4.7		si:dkey-19e4.7	
ZDB-GENE-030131-1988	flrt3		fibronectin leucine rich transmembrane 3	
ZDB-GENE-030131-1989	zbtb16a		zinc finger and BTB domain containing 16a	
ZDB-GENE-030131-199	si:ch1073-340i21.3		si:ch1073-340i21.3	
ZDB-GENE-030131-1991	wu:fb93h06		wu:fb93h06	
ZDB-GENE-030131-1995	wu:fb94a08		wu:fb94a08	
ZDB-GENE-030131-1998	cep85		centrosomal protein 85	
ZDB-GENE-030131-1999	wu:fb94b05		wu:fb94b05	
ZDB-GENE-030131-2002	wu:fb94b09		wu:fb94b09	
ZDB-GENE-030131-2005	scinla		scinderin like a	
ZDB-GENE-030131-2006	wu:fb94c04		wu:fb94c04	
ZDB-GENE-030131-2009	wu:fb94c10		wu:fb94c10	
ZDB-GENE-030131-2011	wu:fb94d02		wu:fb94d02	
ZDB-GENE-030131-2012	wu:fb94d04		wu:fb94d04	
ZDB-GENE-030131-2015	wu:fb94d11		wu:fb94d11	
ZDB-GENE-030131-2016	wu:fb94e02		wu:fb94e02	
ZDB-GENE-030131-2019	atrxl		alpha thalassemia/mental retardation syndrome X-linked, like	
ZDB-GENE-030131-202	ddx20		DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	
ZDB-GENE-030131-2020	wu:fb94e10		wu:fb94e10	
ZDB-GENE-030131-2022	rps28		ribosomal protein S28	
ZDB-GENE-030131-2023	si:dkey-4c15.13		si:dkey-4c15.13	
ZDB-GENE-030131-2024	wu:fb94f05		wu:fb94f05	
ZDB-GENE-030131-2025	rpl10a		ribosomal protein L10a	
ZDB-GENE-030131-2031	wu:fb94h07		wu:fb94h07	
ZDB-GENE-030131-2032	hdlbpa		high density lipoprotein binding protein a	
ZDB-GENE-030131-2033	wu:fb94h12		wu:fb94h12	
ZDB-GENE-030131-2035	zgc:162193		zgc:162193	
ZDB-GENE-030131-2036	wu:fb95a09		wu:fb95a09	
ZDB-GENE-030131-2037	wu:fb95b05		wu:fb95b05	
ZDB-GENE-030131-2038	wu:fb95b07		wu:fb95b07	
ZDB-GENE-030131-204	taf9		TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor	
ZDB-GENE-030131-2040	actn3b		actinin alpha 3b	
ZDB-GENE-030131-2042	vps35		vacuolar protein sorting 35 homolog (S. cerevisiae)	
ZDB-GENE-030131-2044	wu:fb95d01		wu:fb95d01	
ZDB-GENE-030131-2045	wu:fb95d03		wu:fb95d03	
ZDB-GENE-030131-2046	fam57ba		family with sequence similarity 57, member Ba	
ZDB-GENE-030131-2049	mat2aa		methionine adenosyltransferase II, alpha a	
ZDB-GENE-030131-2051	wu:fb95e07		wu:fb95e07	
ZDB-GENE-030131-2052	klhl31		kelch-like family member 31	
ZDB-GENE-030131-2054	wu:fb95e10		wu:fb95e10	
ZDB-GENE-030131-2056	clcn6		chloride channel 6	
ZDB-GENE-030131-2057	klhdc4		kelch domain containing 4	
ZDB-GENE-030131-2058	wu:fb95f05		wu:fb95f05	
ZDB-GENE-030131-2059	zgc:171459		zgc:171459	
ZDB-GENE-030131-2062	wu:fb95f11		wu:fb95f11	
ZDB-GENE-030131-2063	znf618		zinc finger protein 618	
ZDB-GENE-030131-2064	tbc1d30		TBC1 domain family, member 30	
ZDB-GENE-030131-2066	sin3ab		SIN3 transcription regulator family member Ab	
ZDB-GENE-030131-2067	wu:fb95h01		wu:fb95h01	
ZDB-GENE-030131-2068	wu:fb95h02		wu:fb95h02	
ZDB-GENE-030131-2069	ehd1b		EH-domain containing 1b	
ZDB-GENE-030131-207	ndnf		neuron-derived neurotrophic factor	
ZDB-GENE-030131-2074	pum1		pumilio RNA-binding family member 1	
ZDB-GENE-030131-2078	wu:fb96a12		wu:fb96a12	
ZDB-GENE-030131-2080	wu:fb96b03		wu:fb96b03	
ZDB-GENE-030131-2081	tomm34		translocase of outer mitochondrial membrane 34	
ZDB-GENE-030131-2082	wu:fb96b10		wu:fb96b10	
ZDB-GENE-030131-2083	wu:fb96b11		wu:fb96b11	
ZDB-GENE-030131-2084	cd248a		CD248 molecule, endosialin a	
ZDB-GENE-030131-2085	rpl14		ribosomal protein L14	
ZDB-GENE-030131-2090	wu:fb96d06		wu:fb96d06	
ZDB-GENE-030131-2092	znf1046		zinc finger protein 1046	
ZDB-GENE-030131-2093	WITHDRAWN:wu:fb96e04		WITHDRAWN:wu:fb96e04	
ZDB-GENE-030131-2094	wu:fb96e05		wu:fb96e05	
ZDB-GENE-030131-2096	wu:fb96e10		wu:fb96e10	
ZDB-GENE-030131-2097	wu:fb96e11		wu:fb96e11	
ZDB-GENE-030131-210	chtopa		chromatin target of PRMT1a	
ZDB-GENE-030131-2100	he1b		hatching enzyme 1b	
ZDB-GENE-030131-2101	wu:fb96f11		wu:fb96f11	
ZDB-GENE-030131-2104	wu:fb96g04		wu:fb96g04	
ZDB-GENE-030131-2105	wu:fb96g10		wu:fb96g10	
ZDB-GENE-030131-2106	wu:fb96h03		wu:fb96h03	
ZDB-GENE-030131-2110	wu:fb96h11		wu:fb96h11	
ZDB-GENE-030131-2114	wu:fb97b01		wu:fb97b01	
ZDB-GENE-030131-2116	wu:fb97b08		wu:fb97b08	
ZDB-GENE-030131-2117	wu:fb97b12		wu:fb97b12	
ZDB-GENE-030131-2118	wu:fb97c01		wu:fb97c01	
ZDB-GENE-030131-2119	wu:fb97c08		wu:fb97c08	
ZDB-GENE-030131-212	evplb		envoplakin b	
ZDB-GENE-030131-2121	wu:fb97d04		wu:fb97d04	
ZDB-GENE-030131-2122	wu:fb97d06		wu:fb97d06	
ZDB-GENE-030131-2123	zgc:174573		zgc:174573	
ZDB-GENE-030131-2124	wu:fb97d12		wu:fb97d12	
ZDB-GENE-030131-2126	krcp		kelch repeat-containing protein	
ZDB-GENE-030131-2127	wu:fb97e11		wu:fb97e11	
ZDB-GENE-030131-2130	wu:fb97f08		wu:fb97f08	
ZDB-GENE-030131-2133	wu:fb97g01		wu:fb97g01	
ZDB-GENE-030131-2134	wu:fb97g03		wu:fb97g03	
ZDB-GENE-030131-2136	wu:fb97g08		wu:fb97g08	
ZDB-GENE-030131-2139	wu:fb97h03		wu:fb97h03	
ZDB-GENE-030131-2140	setd2		SET domain containing 2	
ZDB-GENE-030131-2142	wu:fb98a03		wu:fb98a03	
ZDB-GENE-030131-2143	ogdha		oxoglutarate (alpha-ketoglutarate) dehydrogenase a (lipoamide)	
ZDB-GENE-030131-2144	sult1st1		sulfotransferase family 1, cytosolic sulfotransferase 1	
ZDB-GENE-030131-2145	flna		filamin A, alpha (actin binding protein 280)	
ZDB-GENE-030131-2146	mphosph10		M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	
ZDB-GENE-030131-215	cfl1		cofilin 1	
ZDB-GENE-030131-2150	wu:fb98c06		wu:fb98c06	
ZDB-GENE-030131-2151	wu:fb98c10		wu:fb98c10	
ZDB-GENE-030131-2152	prickle1b		prickle homolog 1b	
ZDB-GENE-030131-2154	wu:fb98d02		wu:fb98d02	
ZDB-GENE-030131-2159	slc1a3a		solute carrier family 1 (glial high affinity glutamate transporter), member 3a	
ZDB-GENE-030131-2162	wu:fb98e08		wu:fb98e08	
ZDB-GENE-030131-2164	wu:fb98e11		wu:fb98e11	
ZDB-GENE-030131-2165	nfyc		nuclear transcription factor Y, gamma	
ZDB-GENE-030131-2167	tia1l		cytotoxic granule-associated RNA binding protein 1, like	
ZDB-GENE-030131-2168	apoc2		apolipoprotein C-II	
ZDB-GENE-030131-2171	wu:fb98h04		wu:fb98h04	
ZDB-GENE-030131-2172	metap2b		methionyl aminopeptidase 2b	
ZDB-GENE-030131-2173	eif4g2a		eukaryotic translation initiation factor 4, gamma 2a	
ZDB-GENE-030131-2179	tmem2		transmembrane protein 2	
ZDB-GENE-030131-218	wu:fb17e10		wu:fb17e10	
ZDB-GENE-030131-2182	pa2g4b		proliferation-associated 2G4, b	
ZDB-GENE-030131-2183	wu:fb99b03		wu:fb99b03	
ZDB-GENE-030131-2184	lsg1		large 60S subunit nuclear export GTPase 1	
ZDB-GENE-030131-2185	vcanb		versican b	
ZDB-GENE-030131-2188	wu:fb99b11		wu:fb99b11	
ZDB-GENE-030131-219	wu:fb17f01		wu:fb17f01	
ZDB-GENE-030131-2191	wu:fb99c08		wu:fb99c08	
ZDB-GENE-030131-2192	wu:fb99c11		wu:fb99c11	
ZDB-GENE-030131-2193	prdm1a		PR domain containing 1a, with ZNF domain	
ZDB-GENE-030131-2194	fbxo34		F-box protein 34	
ZDB-GENE-030131-2195	wu:fb99d06		wu:fb99d06	
ZDB-GENE-030131-2196	ylpm1		YLP motif containing 1	
ZDB-GENE-030131-2198	wu:fb99d11		wu:fb99d11	
ZDB-GENE-030131-2199	prkcbp1l		protein kinase C binding protein 1, like	
ZDB-GENE-030131-2201	bhlha9		basic helix-loop-helix family, member a9	
ZDB-GENE-030131-2202	slc35c2		solute carrier family 35 (GDP-fucose transporter), member C2	
ZDB-GENE-030131-2203	wu:fb99e08		wu:fb99e08	
ZDB-GENE-030131-2204	wu:fb99e11		wu:fb99e11	
ZDB-GENE-030131-2206	si:dkey-34m19.3		si:dkey-34m19.3	
ZDB-GENE-030131-2207	zc4h2		zinc finger, C4H2 domain containing	
ZDB-GENE-030131-2209	mtg2		mitochondrial ribosome-associated GTPase 2	
ZDB-GENE-030131-221	krt96		keratin 96	
ZDB-GENE-030131-2211	c3b.1		complement component c3b, tandem duplicate 1	
ZDB-GENE-030131-2212	wu:fb99g03		wu:fb99g03	
ZDB-GENE-030131-2214	crtc2		CREB regulated transcription coactivator 2	
ZDB-GENE-030131-2217	wu:fb99h02		wu:fb99h02	
ZDB-GENE-030131-2218	wu:fb99h05		wu:fb99h05	
ZDB-GENE-030131-2219	kifap3b		kinesin-associated protein 3b	
ZDB-GENE-030131-222	wu:fb17f10		wu:fb17f10	
ZDB-GENE-030131-2220	fntb		farnesyltransferase, CAAX box, beta	
ZDB-GENE-030131-2221	seta		SET nuclear proto-oncogene a	
ZDB-GENE-030131-2223	wu:fb99h12		wu:fb99h12	
ZDB-GENE-030131-2225	wu:fc01a04		wu:fc01a04	
ZDB-GENE-030131-2226	wu:fc01a09		wu:fc01a09	
ZDB-GENE-030131-2228	wu:fc01b03		wu:fc01b03	
ZDB-GENE-030131-2229	gnaia		guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide a	
ZDB-GENE-030131-223	ssb		Sjogren syndrome antigen B (autoantigen La)	
ZDB-GENE-030131-2230	wu:fc01b08		wu:fc01b08	
ZDB-GENE-030131-2232	wu:fc01c03		wu:fc01c03	
ZDB-GENE-030131-2234	wu:fc01c05		wu:fc01c05	
ZDB-GENE-030131-2235	wu:fc01d01		wu:fc01d01	
ZDB-GENE-030131-2236	wu:fc01d02		wu:fc01d02	
ZDB-GENE-030131-2238	wu:fc01d11		wu:fc01d11	
ZDB-GENE-030131-224	bmi1a		bmi1 polycomb ring finger oncogene 1a	
ZDB-GENE-030131-2240	wu:fc01e05		wu:fc01e05	
ZDB-GENE-030131-2242	wu:fc01e09		wu:fc01e09	
ZDB-GENE-030131-2243	wu:fc01e11		wu:fc01e11	
ZDB-GENE-030131-2245	wu:fc01f04		wu:fc01f04	
ZDB-GENE-030131-2246	wu:fc01f10		wu:fc01f10	
ZDB-GENE-030131-2247	wu:fc01g01		wu:fc01g01	
ZDB-GENE-030131-2248	dennd5b		DENN/MADD domain containing 5B	
ZDB-GENE-030131-2249	hnrnpa0a		heterogeneous nuclear ribonucleoprotein A0a	
ZDB-GENE-030131-2250	wu:fc01g09		wu:fc01g09	
ZDB-GENE-030131-2252	wu:fc01h02		wu:fc01h02	
ZDB-GENE-030131-2253	wu:fc01h09		wu:fc01h09	
ZDB-GENE-030131-2258	coro2a		coronin, actin binding protein, 2A	
ZDB-GENE-030131-2259	wu:fc02b09		wu:fc02b09	
ZDB-GENE-030131-226	si:dkey-56m19.5		si:dkey-56m19.5	
ZDB-GENE-030131-2260	znf280d		zinc finger protein 280D	
ZDB-GENE-030131-2261	wu:fc02b11		wu:fc02b11	
ZDB-GENE-030131-2267	wu:fc02d02		wu:fc02d02	
ZDB-GENE-030131-2270	wu:fc02e03		wu:fc02e03	
ZDB-GENE-030131-2276	wu:fc02f07		wu:fc02f07	
ZDB-GENE-030131-2279	grcc10		gene rich cluster, C10 gene	
ZDB-GENE-030131-2280	wu:fc02g09		wu:fc02g09	
ZDB-GENE-030131-2281	col4a5		collagen, type IV, alpha 5 (Alport syndrome)	
ZDB-GENE-030131-2282	wu:fc02g12		wu:fc02g12	
ZDB-GENE-030131-2283	bnip3la		BCL2/adenovirus E1B interacting protein 3-like a	
ZDB-GENE-030131-2284	wu:fc02h06		wu:fc02h06	
ZDB-GENE-030131-2285	wu:fc02h07		wu:fc02h07	
ZDB-GENE-030131-2286	vkorc1		vitamin K epoxide reductase complex, subunit 1	
ZDB-GENE-030131-2288	wu:fc03c01		wu:fc03c01	
ZDB-GENE-030131-2290	wu:fc03c07		wu:fc03c07	
ZDB-GENE-030131-2291	cc2d2a		coiled-coil and C2 domain containing 2A	
ZDB-GENE-030131-2292	wu:fc03d03		wu:fc03d03	
ZDB-GENE-030131-2293	arl4d		ADP-ribosylation factor-like 4D	
ZDB-GENE-030131-2295	wu:fc03d10		wu:fc03d10	
ZDB-GENE-030131-2296	wu:fc03d11		wu:fc03d11	
ZDB-GENE-030131-2298	wu:fc03e06		wu:fc03e06	
ZDB-GENE-030131-2299	cltca		clathrin, heavy chain a (Hc)	
ZDB-GENE-030131-230	si:ch211-241e1.3		si:ch211-241e1.3	
ZDB-GENE-030131-2300	wu:fc03f03		wu:fc03f03	
ZDB-GENE-030131-2301	wu:fc03f04		wu:fc03f04	
ZDB-GENE-030131-2302	si:ch211-226m16.2		si:ch211-226m16.2	
ZDB-GENE-030131-2303	senp3a		SUMO1/sentrin/SMT3 specific peptidase 3a	
ZDB-GENE-030131-2305	wu:fc03g10		wu:fc03g10	
ZDB-GENE-030131-2307	wu:fc03h04		wu:fc03h04	
ZDB-GENE-030131-2308	pik3r5		phosphoinositide-3-kinase, regulatory subunit 5	
ZDB-GENE-030131-2310	stard7		StAR-related lipid transfer (START) domain containing 7	
ZDB-GENE-030131-2317	ewsr1a		EWS RNA-binding protein 1a	
ZDB-GENE-030131-2318	wu:fc04c03		wu:fc04c03	
ZDB-GENE-030131-2319	zgc:158446		zgc:158446	
ZDB-GENE-030131-2320	wu:fc04c06		wu:fc04c06	
ZDB-GENE-030131-2323	wu:fc04d07		wu:fc04d07	
ZDB-GENE-030131-2324	wu:fc04d08		wu:fc04d08	
ZDB-GENE-030131-2327	tmx1		thioredoxin-related transmembrane protein 1	
ZDB-GENE-030131-2332	eif4ebp1		eukaryotic translation initiation factor 4E binding protein 1	
ZDB-GENE-030131-2333	hexb		hexosaminidase B (beta polypeptide)	
ZDB-GENE-030131-2338	wu:fc05b11		wu:fc05b11	
ZDB-GENE-030131-2341	med24		mediator complex subunit 24	
ZDB-GENE-030131-2342	wu:fc05c05		wu:fc05c05	
ZDB-GENE-030131-2345	wu:fc05d03		wu:fc05d03	
ZDB-GENE-030131-2348	vapb		VAMP (vesicle-associated membrane protein)-associated protein B and C	
ZDB-GENE-030131-235	cdca5		cell division cycle associated 5	
ZDB-GENE-030131-2351	wu:fc05e02		wu:fc05e02	
ZDB-GENE-030131-2352	itm2ba		integral membrane protein 2Ba	
ZDB-GENE-030131-2355	wu:fc05f12		wu:fc05f12	
ZDB-GENE-030131-2356	wu:fc05g01		wu:fc05g01	
ZDB-GENE-030131-2360	galnt1		UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1	
ZDB-GENE-030131-2361	gpr182		G protein-coupled receptor 182	
ZDB-GENE-030131-2365	pdcl		phosducin-like	
ZDB-GENE-030131-2366	wu:fc06a09		wu:fc06a09	
ZDB-GENE-030131-2374	dcaf15		DDB1 and CUL4 associated factor 15	
ZDB-GENE-030131-2376	her8a		hairy-related 8a	
ZDB-GENE-030131-2377	wu:fc06c05		wu:fc06c05	
ZDB-GENE-030131-2378	bada		BCL2-associated agonist of cell death a	
ZDB-GENE-030131-238	wu:fb18b02		wu:fb18b02	
ZDB-GENE-030131-2381	wu:fc06d06		wu:fc06d06	
ZDB-GENE-030131-2383	wu:fc06d10		wu:fc06d10	
ZDB-GENE-030131-2386	wu:fc06e02		wu:fc06e02	
ZDB-GENE-030131-2387	wu:fc06e06		wu:fc06e06	
ZDB-GENE-030131-2388	wu:fc06e12		wu:fc06e12	
ZDB-GENE-030131-2390	aebp1		AE binding protein 1	
ZDB-GENE-030131-2391	zfp36l1b		zinc finger protein 36, C3H type-like 1b	
ZDB-GENE-030131-2392	naa15a		N(alpha)-acetyltransferase 15, NatA auxiliary subunit a	
ZDB-GENE-030131-2393	wu:fc06f12		wu:fc06f12	
ZDB-GENE-030131-2399	srpk1a		SRSF protein kinase 1a	
ZDB-GENE-030131-2401	tmem154		transmembrane protein 154	
ZDB-GENE-030131-2402	wu:fc06h07		wu:fc06h07	
ZDB-GENE-030131-2403	zcchc11		zinc finger, CCHC domain containing 11	
ZDB-GENE-030131-2406	wu:fc07a08		wu:fc07a08	
ZDB-GENE-030131-2407	wu:fc07a09		wu:fc07a09	
ZDB-GENE-030131-2408	zmym2		zinc finger, MYM-type 2	
ZDB-GENE-030131-2409	wu:fc07a12		wu:fc07a12	
ZDB-GENE-030131-2411	hcfc1b		host cell factor C1b	
ZDB-GENE-030131-2412	hspa4l		heat shock protein 4 like	
ZDB-GENE-030131-2413	wu:fc07b12		wu:fc07b12	
ZDB-GENE-030131-2415	cav1		caveolin 1	
ZDB-GENE-030131-2416	f11r.1		F11 receptor, tandem duplicate 1	
ZDB-GENE-030131-2417	wu:fc07c06		wu:fc07c06	
ZDB-GENE-030131-2419	wu:fc07c11		wu:fc07c11	
ZDB-GENE-030131-2420	srsf2b		serine/arginine-rich splicing factor 2b	
ZDB-GENE-030131-2421	setdb1a		SET domain, bifurcated 1a	
ZDB-GENE-030131-2422	pou2f1b		POU class 2 homeobox 1b	
ZDB-GENE-030131-2424	wu:fc07e02		wu:fc07e02	
ZDB-GENE-030131-2426	rtn1a		reticulon 1a	
ZDB-GENE-030131-2427	col7a1		collagen, type VII, alpha 1	
ZDB-GENE-030131-2428	wu:fc07e10		wu:fc07e10	
ZDB-GENE-030131-2430	wu:fc07f01		wu:fc07f01	
ZDB-GENE-030131-2432	wu:fc07f09		wu:fc07f09	
ZDB-GENE-030131-2433	midn		midnolin	
ZDB-GENE-030131-2434	wu:fc07g01		wu:fc07g01	
ZDB-GENE-030131-2438	oxr1b		oxidation resistance 1b	
ZDB-GENE-030131-2439	si:dkey-111e8.1		si:dkey-111e8.1	
ZDB-GENE-030131-2442	wu:fc08a09		wu:fc08a09	
ZDB-GENE-030131-2447	wu:fc08b05		wu:fc08b05	
ZDB-GENE-030131-2449	dab2ipb		DAB2 interacting protein b	
ZDB-GENE-030131-245	wu:fb18b12		wu:fb18b12	
ZDB-GENE-030131-2453	top2a		topoisomerase (DNA) II alpha	
ZDB-GENE-030131-2455	stx4		syntaxin 4	
ZDB-GENE-030131-2457	slc35b4		solute carrier family 35, member B4	
ZDB-GENE-030131-2458	ankhb		ANKH inorganic pyrophosphate transport regulator b	
ZDB-GENE-030131-2459	fam213aa		family with sequence similarity 213, member Aa	
ZDB-GENE-030131-246	vrk3		vaccinia related kinase 3	
ZDB-GENE-030131-2460	wu:fc08e01		wu:fc08e01	
ZDB-GENE-030131-2462	wu:fc08e04		wu:fc08e04	
ZDB-GENE-030131-2463	wu:fc08f02		wu:fc08f02	
ZDB-GENE-030131-2464	wu:fc08f03		wu:fc08f03	
ZDB-GENE-030131-2466	dbr1		debranching RNA lariats 1	
ZDB-GENE-030131-2468	wu:fc08g06		wu:fc08g06	
ZDB-GENE-030131-2469	rnaseh2c		ribonuclease H2, subunit C	
ZDB-GENE-030131-247	si:ch211-222l21.1		si:ch211-222l21.1	
ZDB-GENE-030131-2470	wu:fc08h01		wu:fc08h01	
ZDB-GENE-030131-2474	atp8b2		ATPase, aminophospholipid transporter, class I, type 8B, member 2	
ZDB-GENE-030131-2476	zgc:194210		zgc:194210	
ZDB-GENE-030131-248	wu:fb18c05		wu:fb18c05	
ZDB-GENE-030131-2480	hspb8		heat shock protein b8	
ZDB-GENE-030131-2484	wu:fc09e01		wu:fc09e01	
ZDB-GENE-030131-2485	gdi2		GDP dissociation inhibitor 2	
ZDB-GENE-030131-2487	wu:fc09e07		wu:fc09e07	
ZDB-GENE-030131-2490	wu:fc09e12		wu:fc09e12	
ZDB-GENE-030131-2492	sf1		splicing factor 1	
ZDB-GENE-030131-2493	wu:fc09g05		wu:fc09g05	
ZDB-GENE-030131-2496	wu:fc09h01		wu:fc09h01	
ZDB-GENE-030131-2499	wu:fc10a01		wu:fc10a01	
ZDB-GENE-030131-250	wu:fb18c07		wu:fb18c07	
ZDB-GENE-030131-2500	oip5-as1		oip5 antisense RNA 1	
ZDB-GENE-030131-2504	wu:fc10a09		wu:fc10a09	
ZDB-GENE-030131-2505	wu:fc10a12		wu:fc10a12	
ZDB-GENE-030131-2506	wu:fc10b01		wu:fc10b01	
ZDB-GENE-030131-2507	wu:fc10b02		wu:fc10b02	
ZDB-GENE-030131-2508	rsad1		radical S-adenosyl methionine domain containing 1	
ZDB-GENE-030131-2509	wu:fc10b06		wu:fc10b06	
ZDB-GENE-030131-251	cfhl4		complement factor H like 4	
ZDB-GENE-030131-2513	rnaset2		ribonuclease T2	
ZDB-GENE-030131-2517	plekhg6		pleckstrin homology domain containing, family G (with RhoGef domain) member 6	
ZDB-GENE-030131-2519	tnrc6a		trinucleotide repeat containing 6a	
ZDB-GENE-030131-2521	wu:fc10d12		wu:fc10d12	
ZDB-GENE-030131-2522	wu:fc10e01		wu:fc10e01	
ZDB-GENE-030131-2523	tfcp2		transcription factor CP2	
ZDB-GENE-030131-2524	soul2		heme-binding protein soul2	
ZDB-GENE-030131-2527	si:dkey-33c12.4		si:dkey-33c12.4	
ZDB-GENE-030131-2529	wu:fc10f03		wu:fc10f03	
ZDB-GENE-030131-2533	wu:fc10g05		wu:fc10g05	
ZDB-GENE-030131-2535	akap10		A kinase (PRKA) anchor protein 10	
ZDB-GENE-030131-2537	nradd		neurotrophin receptor associated death domain	
ZDB-GENE-030131-2538	shc1		SHC (Src homology 2 domain containing) transforming protein 1	
ZDB-GENE-030131-2542	znf217		zinc finger protein 217	
ZDB-GENE-030131-2547	st5		suppression of tumorigenicity 5	
ZDB-GENE-030131-2548	wu:fc11c01		wu:fc11c01	
ZDB-GENE-030131-2551	wu:fc11c05		wu:fc11c05	
ZDB-GENE-030131-2552	slc52a2		solute carrier family 52 (riboflavin transporter), member 2	
ZDB-GENE-030131-2553	wu:fc11c07		wu:fc11c07	
ZDB-GENE-030131-2554	dusp23a		dual specificity phosphatase 23a	
ZDB-GENE-030131-2555	wu:fc11c11		wu:fc11c11	
ZDB-GENE-030131-2556	wu:fc11c12		wu:fc11c12	
ZDB-GENE-030131-2559	scyl3		SCY1-like, kinase-like 3	
ZDB-GENE-030131-2560	gas2l3		growth arrest-specific 2 like 3	
ZDB-GENE-030131-2562	wu:fc11d12		wu:fc11d12	
ZDB-GENE-030131-2563	wu:fc11e07		wu:fc11e07	
ZDB-GENE-030131-2564	wu:fc11e11		wu:fc11e11	
ZDB-GENE-030131-2566	wu:fc11g03		wu:fc11g03	
ZDB-GENE-030131-2567	wu:fc11g07		wu:fc11g07	
ZDB-GENE-030131-2568	mcmdc2		minichromosome maintenance domain containing 2	
ZDB-GENE-030131-2572	WITHDRAWN:wu:fc12a01		WITHDRAWN:wu:fc12a01	
